Id,Source,Nucleotide Accession,Start,Stop,Strand,Protein,Protein Name,Organism,Strain,Assembly,len
367224801,RefSeq,NC_055871.1,24667,25110,-,YP_010110443.1,hypothetical protein,uncultured phage cr106_1,,GCF_015160965.1,444
235813779,INSDC,CP036201.1,2492427,2492882,+,QBG47861.1,hypothetical protein,Verrucomicrobia bacterium S94,S94,GCA_004299845.1,456
279454247,INSDC,MN582104.1,15052,15507,-,QGH73462.1,endonuclease,Siphoviridae sp. ctvD11,,GCA_013165895.1,456
600004001,INSDC,JAOACX010000583.1,350,862,+,MCX7831163.1,CRISPR-associated protein Cas4,Acidobacteriota bacterium,,GCA_026417595.1,513
101157641,INSDC,BCNO01000002.1,410517,410966,-,GAQ95515.1,CRISPR-associated exonuclease Cas4,Thermodesulfovibrio aggregans,TGE-P1,GCA_001514535.1,450
45746415,INSDC,KF547927.1,1288,1734,-,AHA92071.1,putative nuclease,Los Azufres archaeal virus 2,,,447
164882528,INSDC,PDLO01000001.1,1158306,1158752,-,PHL00349.1,CRISPR-associated protein Cas4,Neolewinella marina,MKG-38,GCA_002631205.1,447
462597157,INSDC,BK016125.1,4413,4865,+,DAF97041.1,restriction enzyme,Siphoviridae sp. ctg6c78,,,453
461324359,INSDC,BK059092.1,2984,3439,+,DAE28995.1,Endonuclease,virus sp. ctPYc18,,,456
173216006,INSDC,NKXO01000009.1,183,635,+,PKQ70192.1,cas4: CRISPR-associated protein Cas4,Raineya orbicola,SPSPC-11,GCA_002843425.1,453
318788417,INSDC,DUOF01000046.1,1,454,+,HHU59595.1,hypothetical protein,bacterium,,GCA_012839015.1,454
321588348,INSDC,LR796499.1,36797,37486,-,CAB4149067.1,PD-(D/E)XK nuclease superfamily,uncultured Caudovirales phage,,GCA_902986645.1,690
318267711,INSDC,JAAZPT010000422.1,2655,3338,-,NMD39093.1,PD-(D/E)XK nuclease family protein,Christensenellaceae bacterium,,GCA_012797085.1,684
462597848,INSDC,BK016136.1,173298,173984,-,DAF97709.1,Exonuclease,Myoviridae sp. ctYA416,,,687
461273139,INSDC,BK014964.1,10188,10889,+,DAD84684.1,Exodeoxyribonuclease 8,Myoviridae sp. ctOAa14,,,702
261528882,INSDC,MK892736.1,46675,47373,-,QDP60225.1,hypothetical protein,Prokaryotic dsDNA virus sp.,,GCA_009656795.1,699
303413715,RefSeq,NC_070967.1,144758,145462,+,YP_010671444.1,Cas4-domain exonuclease,Rhizobium phage RHph_Y65,,GCF_016836195.1,705
213675908,INSDC,QMWC01000219.1,2170,2874,-,RLG56361.1,CRISPR-associated protein Cas4,Candidatus Hydrothermarchaeota archaeon,,GCA_003661405.1,705
129398175,RefSeq,NC_048651.1,14258,14950,+,YP_009831933.1,Holliday junction resolvase,Aeribacillus phage AP45,,GCF_002615145.1,693
413365663,INSDC,MW589261.1,24329,25021,+,QSJ04110.1,hypothetical protein,Staphylococcus phage vB-SscS-F1,,GCA_017347915.1,693
43994637,RefSeq,NC_022521.1,259495,260193,-,WP_022541024.1,CRISPR-associated protein Cas4,Aeropyrum camini SY1 = JCM 12091,SY1,GCF_000591035.1,699
461306019,INSDC,BK015645.1,6615,7283,+,DAE17717.1,hypothetical protein,Myoviridae sp. ctn8H20,,,669
1847972,RefSeq,NC_005830.1,6914,7585,+,YP_003742.1,CRISPR/Cas system associated,Captovirus AFV1,,GCF_000842625.1,672
294369046,RefSeq,NZ_LIIN01000152.1,4930,5611,-,WP_161489670.1,PD-(D/E)XK nuclease family protein,Rathayibacter tanaceti,VKM Ac-2596,GCF_001634385.1,682
279453486,INSDC,MN582076.1,39976,40635,+,QGH72691.1,exonuclease,Podoviridae sp. ctQNx1,,GCA_013165805.1,660
321609731,INSDC,LR796964.1,35263,35922,+,CAB4178051.1,"Putative exodeoxyribonuclease 8, PDDEXK-like domain containing protein",uncultured Caudovirales phage,,GCA_902991135.1,660
213697082,INSDC,QMWV01000214.1,2499,3161,-,RLG79444.1,CRISPR-associated protein Cas4,Thermoprotei archaeon,,GCA_003661805.1,663
680487141,INSDC,JAUXVH010000716.1,774,1430,+,MDP2363700.1,hypothetical protein,Ignavibacteria bacterium,,GCA_030684585.1,657
414315044,INSDC,BK013347.1,31174,31851,-,DAD54720.1,PD-(D/E)XK nuclease,Thermocrinis Great Boiling Spring virus,TGBSV GBS41,GCA_027580305.1,678
224807158,RefSeq,NZ_RCOS01000062.1,105339,105968,+,WP_125670879.1,PD-(D/E)XK nuclease family protein,Candidatus Methanodesulfokora washburnensis,MDKW,GCF_003947435.1,630
127175695,RefSeq,NZ_FOOW01000005.1,195239,195919,+,WP_092111268.1,hypothetical protein,Prevotella sp. KH2C16,KH2C16,GCF_900113305.1,681
321609420,INSDC,LR796956.1,18066,18746,-,CAB4177526.1,"cas4, CRISPR-associated protein Cas4",uncultured Caudovirales phage,,GCA_902991105.1,681
665982982,RefSeq,NZ_JAGDXI010000018.1,47365,48036,-,WP_292319577.1,CRISPR-associated protein Cas4,Caldisphaera sp.,,GCF_023256325.1,672
202828640,INSDC,DLWG01000245.1,6155,6826,+,HAB67685.1,hypothetical protein,Bacillota bacterium,,GCA_003445225.1,672
288085901,INSDC,VUJU01011110.1,3,1004,+,KAF0711979.1,YqaJ domain-containing protein,Aphis craccivora,,GCA_009835225.1,1002
544207220,RefSeq,NZ_NXNI01000003.1,11302,11991,-,WP_245853153.1,hypothetical protein,Natrinema ejinorense,JCM 13890,GCF_002494345.1,690
241334296,RefSeq,NZ_SOHO01000022.1,77013,77687,+,WP_134474480.1,lambda exonuclease family protein,Cryobacterium sp. Sr8,Sr8,GCF_004403225.1,675
105536413,INSDC,LNGC01000143.1,1208,1879,+,KYC47767.1,PD-(D/E)XK nuclease superfamily protein,Candidatus Methanofastidiosum methylothiophilum,,GCA_001587715.1,672
321606382,INSDC,LR796875.1,9111,9839,+,CAB4171781.1,hypothetical protein,uncultured Caudovirales phage,,GCA_902990305.1,729
213762234,INSDC,QMYQ01000227.1,2383,3114,+,RLI48210.1,hypothetical protein,Candidatus Bathyarchaeota archaeon,,GCA_003662745.1,732
151624805,INSDC,NHJZ01000021.1,8239,8964,+,OUW99008.1,hypothetical protein,Flavobacteriales bacterium TMED228,,GCA_002169075.1,726
333388077,INSDC,LR798265.1,24421,25146,+,CAB5218479.1,hypothetical protein,uncultured Caudovirales phage,,GCA_903232265.1,726
471941080,INSDC,OU342829.1,226140,226865,+,CAG7580351.1,hypothetical protein,uncultured marine phage,,GCA_910591635.1,726
461307711,INSDC,BK015689.1,114554,115279,-,DAE19934.1,Exonuclease V,CrAss-like virus sp. ctYsL76,,,726
261526982,INSDC,MK892701.1,21587,22312,+,QDP58195.1,putative exodeoxyribonuclease 8,Prokaryotic dsDNA virus sp.,,GCA_009656095.1,726
361379276,RefSeq,NZ_JACJTJ010000040.1,103160,103882,-,WP_190598574.1,PD-(D/E)XK nuclease family protein,Synechocystis sp. FACHB-383,FACHB-383,GCF_014698605.1,723
103141051,RefSeq,NC_030948.1,8874,9599,+,YP_009276971.1,exonuclease,Ralstonia phage RSP15,RSP15,GCF_001736715.1,726
179527081,INSDC,NZRF01000035.1,2642,3382,+,MAO19685.1,hypothetical protein,Phycisphaerae bacterium,,GCA_002696165.1,741
179526551,INSDC,NZRF01000237.1,35888,36628,-,MAO23193.1,hypothetical protein,Phycisphaerae bacterium,,GCA_002696165.1,741
333387018,INSDC,LR798249.1,897,1637,+,CAB5217655.1,"Putative exodeoxyribonuclease 8, PDDEXK-like domain containing protein",uncultured Caudovirales phage,,GCA_903232165.1,741
261523601,INSDC,MK892636.1,35763,36497,+,QDP54501.1,hypothetical protein,Prokaryotic dsDNA virus sp.,,GCA_009654795.1,735
544337761,RefSeq,NZ_RYYR01000002.1,125102,125911,-,WP_246027559.1,PD-(D/E)XK nuclease-like domain-containing protein,Lysinibacillus antri,SYSU K30002,GCF_003977595.1,810
329890268,INSDC,DUHO01000031.1,8678,9379,+,HIH51540.1,Dna2/Cas4 domain-containing protein,Nanoarchaeota archaeon,,GCA_013330855.1,702
837561889,INSDC,JAWBOW010000031.1,2339,2998,-,MEM2121725.1,hypothetical protein,Candidatus Woesearchaeota archaeon,,GCA_038825775.1,660
213285824,INSDC,MH673673.1,165387,166100,-,AYJ74009.1,hypothetical protein,Thermus phage phiLo,,GCA_003991705.1,714
292441220,INSDC,MN855698.1,485,1192,+,QHJ77499.1,hypothetical protein,Caudoviricetes sp.,,GCA_012594305.1,708
465734115,INSDC,BK041972.1,41374,42078,-,DAS62191.1,DNA end protector protein,Ackermannviridae sp.,,,705
261518921,INSDC,MK892552.1,29272,29979,-,QDP49459.1,hypothetical protein,Prokaryotic dsDNA virus sp.,,GCA_009652915.1,708
25206292,RefSeq,NC_016163.1,167557,168267,+,YP_004934471.1,endonuclease,Yersinia phage phiR1-37,,GCF_000895615.1,711
179541725,INSDC,NZQM01000170.1,8525,9232,-,MAN63557.1,hypothetical protein,Parvibaculum sp.,,GCA_002695905.1,708
213542335,INSDC,QMSG01000298.1,1815,2537,-,RLF07169.1,hypothetical protein,Thermoprotei archaeon,,GCA_003649605.1,723
268681275,INSDC,SHMU01000065.1,14331,15047,-,TXT63892.1,hypothetical protein,Promethearchaeota archaeon,,GCA_008080765.1,717
170036831,INSDC,PEZJ01000009.1,20669,21388,-,PIS14099.1,hypothetical protein,Candidatus Shapirobacteria bacterium CG09_land_8_20_14_0_10_47_13,,GCA_002774075.1,720
219974885,INSDC,MK105819.1,5211,5867,-,AZB50537.1,hypothetical protein,Synechococcus phage S-H1,,GCA_003862135.1,657
237440747,INSDC,MK500609.1,25272,25874,-,QBK94000.1,YqaJ-like recombinase,Pithovirus LCPAC406,,,603
15697155,RefSeq,NC_025375.1,5567,6166,+,YP_009094234.1,CRISPR/Cas system associated,Stygiolobus rod-shaped virus,,GCF_000927175.1,600
152935503,RefSeq,NC_055720.1,90315,90914,+,YP_010090598.1,endonuclease,Pseudomonas phage PspYZU05,,GCF_003226635.1,600
21410275,RefSeq,NC_014655.1,1862309,1862914,-,WP_013408527.1,hypothetical protein,Leadbetterella byssophila DSM 17132,DSM 17132,GCF_000166395.1,606
291767755,INSDC,JAWBAE010000002.1,154903,155508,-,MEM1605234.1,hypothetical protein,Fervidicoccaceae archaeon,,GCA_038816715.1,606
160836568,INSDC,LT907983.1,1327096,1327701,+,SOE20626.1,hypothetical protein,Spirosomataceae bacterium TFI 002,TFI 002,GCA_900230115.1,606
219600480,INSDC,RPPI01000046.1,1421,2026,-,RPJ28258.1,hypothetical protein,Chloroflexota bacterium,,GCA_003820175.1,606
600669197,INSDC,JAPJNE010000659.1,295,873,+,MCX8483448.1,hypothetical protein,Crocinitomicaceae bacterium,,GCA_026461285.1,579
180029428,RefSeq,NZ_NZMR01000065.1,3441,4031,-,WP_290940758.1,hypothetical protein,Hyphomonas sp.,,GCF_002692925.1,591
329744776,RefSeq,NZ_CP021490.1,1370163,1370747,-,WP_173677793.1,CRISPR-associated protein Cas4,Francisella tularensis subsp. novicida,TCH2015,GCF_002952075.1,585
331358121,INSDC,JABWBO010000061.1,1692,2279,-,NUQ05471.1,CRISPR-associated protein Cas4,Anaerolineae bacterium,,GCA_013360465.1,588
462508038,INSDC,BK015936.1,27558,28155,-,DAF86074.1,putative exonuclease,Siphoviridae sp. ctGJ32,,,598
213503579,INSDC,QMRH01000028.1,2662,3255,+,RLE65049.1,hypothetical protein,Thermoprotei archaeon,,GCA_003650675.1,594
293431735,INSDC,RFXA01000023.1,8117,8992,+,NBS67732.1,hypothetical protein,bacterium,,GCA_009921885.1,876
321588846,INSDC,LR796508.1,22434,23072,-,CAB4149003.1,"phage_rel_nuc, putative phage-type endonuclease",uncultured Caudovirales phage,,GCA_902986605.1,639
81353806,INSDC,DRFP01000366.1,3977,4615,+,HDZ26357.1,hypothetical protein,Candidatus Aminicenantes bacterium,,GCA_011050515.1,639
836704274,INSDC,JAVYNI010000021.1,20364,21005,+,MEM0366325.1,CRISPR-associated protein Cas4,Acidilobaceae archaeon,,GCA_038735695.1,642
213772366,INSDC,QMYV01000334.1,24,659,+,RLI59896.1,hypothetical protein,Candidatus Asgardarchaeum californiense,,GCA_003662835.1,636
301670688,INSDC,DRCE01000157.1,7544,8176,-,HDK16973.1,hypothetical protein,Nitrospirota bacterium,,GCA_011041435.1,633
304412657,RefSeq,NZ_CP049740.1,703183,703818,+,WP_166161397.1,HI_0552 family protein,Jeotgalibaca arthritidis,CECT 9157,GCF_011100465.1,636
303286033,INSDC,MN939540.1,22018,22656,-,QIG60977.1,hypothetical protein,Listeria phage vB_Liva_VAfA18,,GCA_016906615.1,639
213504204,INSDC,QMRG01000020.1,368,1018,+,RLE65644.1,hypothetical protein,Thermoprotei archaeon,,GCA_003649235.1,651
20417468,RefSeq,NC_014322.1,8343,8999,+,YP_003773416.1,CRISPR/Cas system associated,Hyperthermophilic Archaeal Virus 1,,GCF_000889975.1,657
665791533,RefSeq,NZ_JAAXJE010000032.1,10983,11714,+,WP_291811394.1,PD-(D/E)XK nuclease-like domain-containing protein,Limnobacter sp.,,GCF_012270025.1,732
47005622,INSDC,CP007031.1,1214250,1214864,-,AHF03419.1,exonuclease VIII,Marichromatium purpuratum 984,984,GCA_000224005.3,615
213623337,INSDC,QMUQ01000079.1,2103,2717,-,RLG00335.1,CRISPR-associated protein Cas4,Nitrososphaerota archaeon,,GCA_003660665.1,615
281440827,INSDC,WLLG01000031.1,15,629,+,MSX74550.1,hypothetical protein,Actinomycetota bacterium,,GCA_009700815.1,615
16433132,RefSeq,NC_012121.1,735032,735643,-,WP_015899984.1,YktB family protein,Staphylococcus carnosus subsp. carnosus TM300,TM300,GCF_000009405.1,612
13756626,RefSeq,NC_010153.1,1829,2440,-,YP_001604227.1,CRISPR/Cas system associated,Betalipothrixvirus pezzuloense,,GCF_000872245.1,612
95087330,RefSeq,NZ_CP013011.1,1339148,1339735,+,WP_055409337.1,CRISPR-associated protein Cas4,Pyrodictium delaneyi,Su06,GCF_001412615.1,588
626992654,INSDC,JAQWCM010000170.1,1664,2263,-,MDD4523730.1,CRISPR-associated protein Cas4,Methanosarcina sp.,,GCA_028705965.1,600
20070759,RefSeq,NZ_GG770778.1,9144,9771,-,WP_007003461.1,PD-(D/E)XK nuclease family protein,Pseudoroseomonas cervicalis ATCC 49957,ATCC 49957,GCF_000164635.1,628
390831192,RefSeq,NC_062753.1,45331,45957,+,YP_010357524.1,exonuclease,Cellulophaga phage Nekkels_1,,GCF_019089955.1,627
213503408,INSDC,QMRH01000031.1,3459,4088,-,RLE64843.1,hypothetical protein,Thermoprotei archaeon,,GCA_003650675.1,630
425945361,INSDC,JAGIAN010000191.1,2199,2816,+,MBO9638477.1,hypothetical protein,Siphonobacter aquaeclarae,,GCA_017744995.1,618
20271625,RefSeq,NZ_ACNU01000061.1,23361,23987,-,WP_000932631.1,hypothetical protein,Streptococcus pneumoniae str. Canada MDR_19A,Canada MDR_19A,GCF_000174855.1,627
279454081,INSDC,MN582103.1,18444,19064,-,QGH73373.1,exonuclease,Podoviridae sp. cty5g4,,GCA_009901775.1,621
140882626,RefSeq,NC_027348.2,29448,30431,+,YP_009148417.2,exonuclease,Delftia phage RG-2014,,GCF_002037815.1,984
120420872,RefSeq,NZ_KV818003.1,10811,12307,+,WP_070762934.1,TM0106 family RecB-like putative nuclease,Corynebacterium sp. HMSC071B10,HMSC071B10,GCF_001814825.1,1497
255461057,RefSeq,NC_048792.1,186446,188641,+,YP_009849290.1,tail fiber protein,Serratia phage Moabite,,GCF_006384735.1,2196
292449301,INSDC,MN856111.1,3695,5914,-,QHJ85793.1,hypothetical protein,Caudoviricetes sp.,,GCA_012627375.1,2220
170431951,RefSeq,NC_042355.1,18390,20606,+,YP_009639754.1,tail spike protein,Corynebacterium phage phi674,,GCF_003004825.1,2217
261527650,INSDC,MK892711.1,15716,17899,-,QDP58751.1,hypothetical protein,Prokaryotic dsDNA virus sp.,,GCA_009656295.1,2184
477135028,RefSeq,NC_070861.1,39251,41413,+,YP_010658848.1,DNA primase,Kosakonia phage Kc283,,GCF_021029385.1,2163
321590607,INSDC,LR796556.1,27352,29520,-,CAB4152108.1,Pectate lyase superfamily protein,uncultured Caudovirales phage,,GCA_902987185.1,2169
332018440,RefSeq,NZ_CP054880.1,6188169,6190334,-,WP_175555362.1,phage tail fiber protein,Pseudomonas sp. 43A,43A,GCF_013363935.1,2166
105290097,RefSeq,NC_030923.1,6978,9152,+,YP_009275022.1,tail protein,Pseudomonas phage YMC11/06/C171_PPU_BP,,GCF_001736815.1,2175
320266061,INSDC,JAHIYA010000508.1,49792,51975,+,MBU0792110.1,hypothetical protein,Gammaproteobacteria bacterium,,GCA_018815385.1,2184
465826839,INSDC,BK034272.1,141,2324,-,DAS14030.1,Pectate lyase,Bacteriophage sp.,,,2184
176262840,INSDC,MG592624.1,19533,21752,-,AUR98989.1,coil containing protein,Vibrio phage 1.259.O._10N.286.48.F4,,GCA_003930535.1,2220
272311694,INSDC,QQUL01000309.1,8972,11208,+,KAA3636401.1,hypothetical protein,Armatimonadota bacterium,,GCA_008501565.1,2237
333427721,INSDC,LR798196.1,31602,33833,+,CAB5145000.1,Pectate lyase superfamily protein,uncultured Caudovirales phage,,GCA_903231645.1,2232
226821126,INSDC,MK095605.1,20106,22346,+,AZS06263.1,putative tail fiber protein,Pantoea phage vB_PagS_MED16,,GCA_004006715.1,2241
176258404,INSDC,MG592534.1,18370,20616,+,AUR91921.1,hypothetical protein,Vibrio phage 1.167.O._10N.261.51.F2,,GCA_003928795.1,2247
159174695,RefSeq,NZ_BDME01000002.1,250504,252747,+,WP_096259324.1,PD-(D/E)XK nuclease family protein,Lebetimonas natsushimae,HS1857,GCF_002335445.1,2244
217828720,INSDC,MK072066.1,60048,62291,-,AYV77732.1,hypothetical protein,Edafosvirus sp.,,GCA_003814065.1,2244
292444017,INSDC,MN855785.1,20443,22665,-,QHJ80358.1,hypothetical protein,Caudoviricetes sp.,,GCA_012636965.1,2223
331462438,INSDC,JABWBS010000009.1,447,2669,+,NUP98310.1,right-handed parallel beta-helix repeat-containing protein,Armatimonadota bacterium,,GCA_013360385.1,2223
464730897,RefSeq,NC_070774.1,9367,11592,+,YP_010649823.1,tail fiber protein,Vibrio phage vB_VpP_BT-1011,,GCF_016467555.1,2226
19211351,RefSeq,NC_041898.1,21832,23997,+,YP_009597361.1,tail spike protein,Escherichia phage K1ind2,,GCF_002614465.1,2166
271378387,RefSeq,NC_049469.1,59552,61672,-,YP_009884380.1,hypothetical protein,Sinorhizobium phage ort11,,GCF_008605685.1,2121
176261789,INSDC,MG592606.1,17017,19134,+,AUR97522.1,hypothetical protein,Vibrio phage 1.240.O._10N.261.52.F8,,GCA_003930175.1,2118
113220346,INSDC,KT997862.1,20355,22475,-,ANS03507.1,hypothetical protein,uncultured Mediterranean phage uvDeep-CGR2-KM21-C88,,GCA_004874745.1,2121
321581734,INSDC,LR796392.1,24005,26137,+,CAB4141567.1,Intramolecular chaperone auto-processing domain containing protein,uncultured Caudovirales phage,,GCA_902985495.1,2133
454667987,INSDC,MW787012.1,17460,19592,-,QVW28799.1,hypothetical protein,Bacillus phage SWEP1,,GCA_018726255.1,2133
48997994,RefSeq,NC_023856.1,110907,113033,+,YP_009021398.1,tail fiber protein,Salmonella phage vB-SalM-SJ2,,GCF_000917915.1,2127
176257705,INSDC,MG592518.1,31114,33228,+,AUR90708.1,hypothetical protein,Vibrio phage 1.149.O._10N.286.55.A12,,GCA_003928515.1,2115
188729555,RefSeq,NC_042132.1,17420,19525,+,YP_009625593.1,hypothetical protein,Gordonia phage Sour,,GCF_003183085.1,2106
31250390,RefSeq,NC_041857.1,33600,35705,-,YP_009592222.1,putative tail fiber,Acinetobacter phage vB_AbaM-IME-AB2,,GCF_002602985.1,2106
176253271,INSDC,MG592434.1,26753,28855,+,AUR84349.1,hypothetical protein,Vibrio phage 1.054.O._10N.261.52.A1,,GCA_003926955.1,2103
148759603,RefSeq,NZ_CP021108.1,4600504,4602609,-,WP_157793063.1,glycosyl hydrolase family 28-related protein,Bordetella genomosp. 8,AU19157,GCF_002119685.1,2106
226512109,INSDC,QNZY01000131.1,1836,3952,-,RUM73173.1,RecB-like helicase,Sulfurovum sp.,,GCA_003978355.1,2117
254998397,RefSeq,NZ_VDCQ01000007.1,156956,159064,-,WP_139601514.1,glycosyl hydrolase family 28-related protein,Paenibacillus hemerocallicola,KCTC 33185,GCF_006265175.1,2109
307938971,RefSeq,NZ_CP049156.1,1002519,1004438,+,WP_165987435.1,glycosyl hydrolase family 28-related protein,Caballeronia sp. SBC1,SBC1,GCF_011493005.1,1920
181021273,RefSeq,NZ_FZNE01000003.1,86419,88575,-,WP_104724394.1,PD-(D/E)XK nuclease family protein,Helicobacter cholecystus,,GCF_900198475.1,2157
663709683,RefSeq,NZ_BRRI01000008.1,102299,104455,+,WP_318557955.1,hypothetical protein,Providencia stuartii,TUM13241,GCF_026009575.1,2157
261523066,INSDC,MK892627.1,5972,8122,-,QDP53943.1,hypothetical protein,Prokaryotic dsDNA virus sp.,,GCA_009654615.1,2151
143638963,INSDC,KY684103.1,131943,134099,+,ARF10233.1,UvrD/REP helicase,Hokovirus HKV1,,GCA_002966255.1,2157
350650906,RefSeq,NZ_BAABBZ010000049.1,19552,21714,-,WP_183970311.1,hypothetical protein,Sagittula marina,JCM 17627,GCF_039538325.1,2163
276766187,RefSeq,NC_055824.1,6690,8849,+,YP_010105094.1,hypothetical protein,Vibrio phage phi50-12,,GCF_009388365.1,2160
307612598,RefSeq,NZ_JACBXL010000020.1,15385,17520,+,WP_179817621.1,hypothetical protein,Ralstonia pickettii,T9CP10,GCF_013413505.1,2136
171600071,RefSeq,NC_075036.1,223446,225554,-,YP_010778028.1,DEXDc helicase,Bodo saltans virus,NG1,GCF_002966405.1,2109
217831223,INSDC,MK072222.1,1693,3861,-,AYV80277.1,DEXDc helicase,Gaeavirus sp.,,GCA_003814105.1,2169
65446151,RefSeq,NC_027374.1,45620,47755,+,YP_009151632.1,hypothetical protein,Bacillus phage Moonbeam,,GCF_002149605.1,2136
333428591,INSDC,LR798214.1,8709,10853,+,CAB5194568.1,Pectate lyase superfamily protein,uncultured Caudovirales phage,,GCA_903231915.1,2145
237436069,INSDC,MK500415.1,2600,4723,-,QBK89328.1,UvrD/REP helicase,Mimivirus LCMiAC02,,,2124
283829156,RefSeq,NZ_AWGC01000018.1,136117,138276,+,WP_155847392.1,right-handed parallel beta-helix repeat-containing protein,Asticcacaulis sp. AC402,AC402,GCF_000495835.1,2160
173395600,RefSeq,NC_049428.1,38187,40433,+,YP_009879669.1,tail protein,Salmonella phage Mutine,,GCF_002957495.1,2247
68042143,RefSeq,NC_027399.1,333493,335832,-,YP_010843557.1,tail protein,Klebsiella phage K64-1,,GCF_001041755.1,2340
147970397,RefSeq,NC_048660.1,144385,1738,-,YP_009832987.1,minor tail protein,Aeromonas phage phiA8-29,,GCF_002622325.1,-142646
164179866,INSDC,LN890962.1,157624,160044,+,CUS14035.1,unnamed protein product,Tuber aestivum,,GCA_900010015.1,2421
295309088,INSDC,RGVZ01000077.1,10752,13121,-,NDE15720.1,ATP-dependent helicase,bacterium,,GCA_010029825.1,2370
98712587,RefSeq,NC_047866.1,35376,37715,+,YP_009793062.1,tail fiber protein,Aeromonas phage Ahp1,,GCF_002745815.1,2340
289554706,INSDC,VXRF01000300.1,6028,8355,-,MXY57038.1,hypothetical protein,Gammaproteobacteria bacterium,,GCA_009838585.1,2328
463362954,INSDC,MZ223858.1,33811,36129,+,QWT56384.1,tail fibers protein,Enterobacter phage EV136_1,,GCA_019090055.1,2319
243853403,RefSeq,NC_048175.1,33012,35327,+,YP_009821377.1,tail protein,Klebsiella phage Pharr,,GCF_004799885.1,2316
279163383,RefSeq,NC_049472.1,99487,101802,+,YP_009884730.1,tail fiber protein,Klebsiella phage UPM 2146,,GCF_009662955.1,2316
