## Wed Mar 12 03:12:31 2025
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_g9ib9qzm/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YP_009617753.1	637730.C8XUS9_9CAUD	3.01e-52	197.0	4QFIT@10239|Viruses,4QX60@35237|dsDNA viruses  no RNA stage,4QQWB@28883|Caudovirales,4QK6J@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NP_944291.1	1195073.I6X6U1_9CAUD	0.0	1147.0	4QDET@10239|Viruses,4QZJK@35237|dsDNA viruses  no RNA stage,4QQD3@28883|Caudovirales	28883|Caudovirales	S	lyase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
HAI30432.1	1177928.TH2_01180	0.0	1332.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HCM92439.1	665950.HMPREF1025_00707	4.04e-143	455.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,27IJZ@186928|unclassified Lachnospiraceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MBE7477331.1	945713.IALB_2187	6.12e-284	838.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_290850393.1	1223544.GSI01S_08_00250	0.0	1200.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,4GBVA@85026|Gordoniaceae	201174|Actinobacteria	L	PD-(D/E)XK nuclease superfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_139606744.1	1502724.FF80_02999	5.45e-23	109.0	28JTG@1|root,2Z7PY@2|Bacteria,1QVNY@1224|Proteobacteria,2U7ED@28211|Alphaproteobacteria,3N6VP@45401|Hyphomicrobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2793)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2793
WP_156264114.1	640513.Entas_3063	1.01e-38	160.0	COG1073@1|root,COG2755@1|root,COG1073@2|Bacteria,COG2755@2|Bacteria,1N52U@1224|Proteobacteria,1SBVJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Protein involved in biological_process	amsF	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
WP_047716491.1	1005994.GTGU_00319	1.42e-58	218.0	COG2755@1|root,COG2755@2|Bacteria	2|Bacteria	E	lipolytic protein G-D-S-L family	-	GO:0000272,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006080,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010383,GO:0010391,GO:0010410,GO:0016052,GO:0016787,GO:0016788,GO:0017144,GO:0042737,GO:0043170,GO:0044036,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0045491,GO:0045493,GO:0046555,GO:0052689,GO:0071554,GO:0071704,GO:1901575,GO:2000884	-	-	-	-	-	-	-	-	-	-	CBM_2,Lipase_GDSL_2
WP_126676993.1	1124654.G9L6E4_9CAUD	0.0	1396.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QNBD@10744|Podoviridae	10744|Podoviridae	S	outer membrane	-	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0008150,GO:0016032,GO:0016787,GO:0016798,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0044403,GO:0044406,GO:0044409,GO:0044411,GO:0044419,GO:0044423,GO:0044650,GO:0051701,GO:0051704,GO:0051828,GO:0051830,GO:0085027,GO:0098015,GO:0098024	-	-	-	-	-	-	-	-	-	-	-
WP_242822184.1	796940.HMPREF9628_00057	0.0	1261.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,25QHM@186804|Peptostreptococcaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
YP_009796163.1	1206545.S6C390_9CAUD	1.42e-37	156.0	4QBPG@10239|Viruses,4QY6P@35237|dsDNA viruses  no RNA stage,4QUID@28883|Caudovirales,4QID3@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
QDP64106.1	1156935.QWE_18343	2.51e-07	62.8	COG5301@1|root,COG5301@2|Bacteria,1QW67@1224|Proteobacteria,2UGK8@28211|Alphaproteobacteria	28211|Alphaproteobacteria	G	cellulose 1,4-beta-cellobiosidase activity	-	-	-	-	-	-	-	-	-	-	-	-	PTR
YP_009887922.1	867696.E1XTH9_BPSAV	4.09e-52	197.0	4QFIT@10239|Viruses,4QX60@35237|dsDNA viruses  no RNA stage,4QQWB@28883|Caudovirales,4QK6J@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UTN91384.1	319522.Q2TLV7_9CAUD	0.0	1031.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QMG5@10699|Siphoviridae	10699|Siphoviridae	S	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	-
MAF73645.1	1033730.CAHG01000012_gene2184	5.2e-118	384.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,4DP1P@85009|Propionibacteriales	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
QIW86428.1	220664.PFL_3751	5.38e-42	164.0	2DRM8@1|root,33C97@2|Bacteria,1RE4N@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S74
NLJ79061.1	865861.AZSU01000003_gene2280	2.11e-260	754.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,36E2W@31979|Clostridiaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_136625971.1	335659.S23_38270	2.48e-39	160.0	2DQJ1@1|root,3376F@2|Bacteria,1RKWB@1224|Proteobacteria,2UA4H@28211|Alphaproteobacteria,3K64E@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
AYV79193.1	693272.E3T5S4_CROVB	1.68e-166	508.0	4QARC@10239|Viruses,4QV4E@35237|dsDNA viruses  no RNA stage	10239|Viruses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MSV74992.1	222534.KB893670_gene3680	2.5e-182	560.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,4ES9T@85013|Frankiales	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MBN9344113.1	244581.IM40_06945	0.0	1768.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,47ETW@766|Rickettsiales	766|Rickettsiales	L	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	recB	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_070894138.1	419947.MRA_3238	0.0	2134.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,233NR@1762|Mycobacteriaceae	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_107652881.1	709797.CSIRO_0133	0.0	1413.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TXGZ@28211|Alphaproteobacteria,3JT26@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	UvrD-like helicase C-terminal domain	-	-	3.1.11.5,3.1.12.1	ko:K01144,ko:K07464	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
AYV79658.1	1276229.SSYRP_v1c01140	1.83e-45	186.0	COG0210@1|root,COG0210@2|Bacteria,3WV4P@544448|Tenericutes	544448|Tenericutes	L	UvrD/REP helicase N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_19,UvrD_C_2
KAH1239119.1	3847.GLYMA08G39315.1	0.0	2219.0	KOG4197@1|root,KOG4197@2759|Eukaryota,388J0@33090|Viridiplantae,3GXC7@35493|Streptophyta,4JF8V@91835|fabids	35493|Streptophyta	L	Pentatricopeptide repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_28,PPR,PPR_2
WP_196101969.1	1121271.AUCM01000001_gene3605	1.37e-303	882.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_072743968.1	1347392.CCEZ01000049_gene1296	0.0	1413.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,36E2W@31979|Clostridiaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_120169548.1	1304284.L21TH_1714	0.0	1214.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,36E2W@31979|Clostridiaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HAE09717.1	488538.SAR116_1261	0.0	1072.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,4BP6D@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	L	PD-(D/E)XK nuclease superfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HIF25161.1	1121033.AUCF01000003_gene3205	3.89e-316	918.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HBO58791.1	1177928.TH2_01180	2.13e-278	820.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HCU59343.1	1528106.JRJE01000032_gene3050	7.17e-248	741.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_021270985.1	1353529.M899_1508	0.0	2155.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,42NKH@68525|delta/epsilon subdivisions,2MTQA@213481|Bdellovibrionales,2WS57@28221|Deltaproteobacteria	213481|Bdellovibrionales	L	Belongs to the helicase family. UvrD subfamily	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_243653889.1	1120948.KB903230_gene4922	0.0	1185.0	COG1074@1|root,COG1074@2|Bacteria,2GNKH@201174|Actinobacteria	201174|Actinobacteria	L	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
QNL30493.1	319522.Q2TLV7_9CAUD	2.6e-128	412.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QMG5@10699|Siphoviridae	10699|Siphoviridae	S	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_150031418.1	485918.Cpin_2170	0.0	936.0	COG1330@1|root,COG1330@2|Bacteria,4P1CJ@976|Bacteroidetes,1IVEH@117747|Sphingobacteriia	976|Bacteroidetes	L	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit recognizes the wild- type Chi sequence, and when added to isolated RecB increases its ATP-dependent helicase processivity	recC	-	3.1.11.5	ko:K03583	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_V_gamma
OQA92356.1	555088.DealDRAFT_0356	9.19e-264	777.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,42JHW@68298|Syntrophomonadaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_010883376.1	115713.CPn_0738	0.0	2077.0	COG1074@1|root,COG1074@2|Bacteria,2JFIP@204428|Chlamydiae	204428|Chlamydiae	L	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA	recB	-	3.1.11.5	ko:K03582	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
TXH40646.1	1048339.KB913029_gene2921	9.48e-207	630.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,4ES9T@85013|Frankiales	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HHV53391.1	352165.HMPREF7215_1664	8.35e-56	205.0	COG1074@1|root,COG1074@2|Bacteria,3TA5S@508458|Synergistetes	508458|Synergistetes	L	UvrD REP helicase	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
NMB27433.1	865861.AZSU01000003_gene2280	0.0	1473.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,36E2W@31979|Clostridiaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_169948790.1	469371.Tbis_2973	0.0	1561.0	COG0210@1|root,COG2887@1|root,COG0210@2|Bacteria,COG2887@2|Bacteria,2GM2E@201174|Actinobacteria,4DY3C@85010|Pseudonocardiales	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	uvrD2	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MCW5980133.1	234267.Acid_1906	4.44e-232	696.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.1.11.5,3.6.4.12	ko:K01144,ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DUF3799,PDDEXK_1,UvrD-helicase,UvrD_C
MSV29368.1	234267.Acid_1906	6.2e-273	800.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.1.11.5,3.6.4.12	ko:K01144,ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DUF3799,PDDEXK_1,UvrD-helicase,UvrD_C
WP_072685095.1	545696.HOLDEFILI_00835	0.0	1996.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,3VPAD@526524|Erysipelotrichia	526524|Erysipelotrichia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MBN9048872.1	1187851.A33M_1981	0.0	1058.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,3FCUM@34008|Rhodovulum	28211|Alphaproteobacteria	L	PD-(D/E)XK nuclease superfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
TVR81925.1	1430440.MGMSRv2_3876	0.0	1051.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MCF2546634.1	999419.HMPREF1077_00765	0.0	1153.0	COG3408@1|root,COG3408@2|Bacteria,4NHHR@976|Bacteroidetes,2FQXQ@200643|Bacteroidia	976|Bacteroidetes	G	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	-	-	-	-	-	-	-	-	-	-	-	-	Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N
OGU55249.1	945713.IALB_2187	0.0	934.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
TDJ55123.1	945713.IALB_2187	1.37e-304	891.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
OGU35483.1	1191523.MROS_0331	1.88e-233	696.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_079589091.1	1511.CLOST_0225	0.0	2226.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,25QHM@186804|Peptostreptococcaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_094410091.1	1150626.PHAMO_510072	0.0	960.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MBL1212892.1	1191523.MROS_0331	6.19e-219	659.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
MEJ5261240.1	945713.IALB_2187	0.0	1568.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_158548598.1	1247963.JPHU01000003_gene1456	3.9e-275	814.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
QTQ06909.1	1505227.A0A076GAE7_9CAUD	2.31e-230	679.0	4QCB0@10239|Viruses,4QPFH@28883|Caudovirales,4QI0G@10662|Myoviridae	10662|Myoviridae	S	exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_012703556.1	322710.Avin_51190	0.0	2112.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1RNK8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	psmE	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Cadherin_3,DUF4114,He_PIG,HemolysinCabind,Pectate_lyase_3,Peptidase_M10,Peptidase_M10_C
WP_074520838.1	1282887.AUJG01000001_gene1777	0.0	1956.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_195367250.1	515620.EUBELI_00555	0.0	2168.0	COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,248ZF@186801|Clostridia,25VUB@186806|Eubacteriaceae	186801|Clostridia	L	ATP-dependent helicase nuclease subunit A	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
QYC51968.1	1283338.Q4Z915_BPTWO	0.0	1508.0	4QE4B@10239|Viruses,4R067@35237|dsDNA viruses  no RNA stage,4QT6K@28883|Caudovirales,4QITB@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GBD90712.1	1191523.MROS_0331	5.23e-232	692.0	COG1074@1|root,COG1074@2|Bacteria	2|Bacteria	L	ATP-dependent DNA helicase activity	-	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
WP_290810041.1	402881.Plav_0138	0.0	934.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,1JNE1@119043|Rhodobiaceae	28211|Alphaproteobacteria	L	PD-(D/E)XK nuclease superfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
HBK07207.1	391165.GbCGDNIH1_2010	0.0	1075.0	COG1074@1|root,COG1074@2|Bacteria,1MUTF@1224|Proteobacteria,2TQJZ@28211|Alphaproteobacteria,2JPMW@204441|Rhodospirillales	204441|Rhodospirillales	L	Belongs to the helicase family. UvrD subfamily	addA	-	3.6.4.12	ko:K16898	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	PDDEXK_1,UvrD-helicase,UvrD_C
