Unnamed: 0,Hit,GenBankID,aln_hit,%I,P(H),E-value,Bit-Score,len(Qry),len(aln),%aln,Taxonomy,TaxID,Database,Method,TP,superkingdom,realm,kingdom,phylum,class,order,family,genus,species,GenomeID,Cluster,Representative_ID,Cluster_Identity,Rep_Synonym_ID,Synonym_Identity,Synomym_E-value,Synonym_Bit-Score,IPG_ID,IPG_Synonym,IPG_len,IPG_Function,eggNOG_Annotation,COG_Category,Reference_GenomeID,IPG_Start,IPG_Stop,IPG_Strand,IPG_Organism,Assembly,Viral_Presence,PHROG_Nr_ORF,Min_Abs_Distance_TP,Mean_Distance_TP,Median_Distance_TP,pPolB,pPolB_distance,Polymerase,Pol_distance
1933,A0A481YUV1,MK500334,178,16.2,0.997,9.215e-05,91.0,163,135,0.828220858895706,Marseillevirus LCMAC102,2506603,BFVD,FoldSeek,ABV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,,Marseillevirus LCMAC102,MK500334,1959.0,A0A481YUV1,100.0,QBK86286.1,100.0,0.0,1143.0,237433166.0,QBK86286.1,1653.0,restriction endonuclease,,,MK500334.1,68965.0,70617.0,-,Marseillevirus LCMAC102,,,50.0,1.0,147.76,141.5,N,,-,
1934,A0A411CS15,MK433263,439,12.7,1.0,9.249e-05,104.0,559,383,0.685152057245081,Gordonia phage FelixAlejandro,2510505,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Montyvirus,Gordonia phage FelixAlejandro,MK433263,2122.0,A0A411CS15,100.0,AVD99521.1,98.63,0.0,1024.0,178653582.0,AVD99521.1,1536.0,hypothetical protein,Pectate lyase superfamily protein,S,MG757155.1,10876.0,12411.0,+,Gordonia phage Boneham,GCA_002958705.1,,44.0,1.0,24.363636363636363,19.5,N,,-,
1935,A0A6G5Y915,MN855785,626,10.8,0.999,9.249e-05,99.0,559,530,0.948121645796064,Caudoviricetes sp.,2170413,BFVD,FoldSeek,GC1,,Duplodnaviria,Heunggongvirae,,,,,,,MN855785,1154.0,A0A6G5Y915,100.0,QHJ80358.1,100.0,0.0,1524.0,292444017.0,QHJ80358.1,2223.0,hypothetical protein,,,MN855785.1,20443.0,22665.0,-,Caudoviricetes sp.,GCA_012636965.1,,10.0,1.0,-4.9,-4.5,N,,-,
1936,WP_124833324.1,WP_124833324.1,213,15.023,1.0,9.34e-05,58.3,559,203,0.363148479427549,Burkholderia sp. Bp9031,2184566,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. Bp9031,,1144.0,WP_124833324.1,100.0,WP_124833324.1,100.0,0.0,,220728476.0,WP_124833324.1,2178.0,glycosyl hydrolase family 28-related protein,Protein of unknown function (DUF2793),S,NZ_QTPW01000007.1,204127.0,206304.0,-,Burkholderia sp. Bp9031,GCF_003857965.1,,53.0,1.0,-18.67924528301887,5.0,N,,-,
1937,A0A2C8F574,LT907975,121,16.5,1.0,9.365e-05,156.0,163,106,0.650306748466258,Pseudodesulfovibrio profundus,57320,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio profundus,LT907975,1836.0,A0A2C8F574,100.0,WP_097010792.1,100.0,0.0,797.0,162087414.0,WP_097010792.1,1167.0,PD-(D/E)XK nuclease family protein,,,NZ_LT907975.1,695382.0,696548.0,+,Pseudodesulfovibrio profundus,GCF_900217235.1,,819.0,1.0,1217.5140415140415,1166.0,N,,-,
1938,A0A1B0Z233,KT997803,176,9.6,1.0,9.365e-05,149.0,163,132,0.809815950920245,uncultured planctomycete,120965,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Planctomycetota,,,,,uncultured Planctomycetota bacterium,KT997803,1822.0,A0A1B0Z233,100.0,ANO58262.1,100.0,0.0,716.0,112890240.0,ANO58262.1,1035.0,hypothetical protein,,,KT997803.1,19065.0,20099.0,+,uncultured Planctomycetota bacterium,,,8.0,1.0,-1.5,0.5,N,,-,
1939,H2C0Y1,JH597761,154,16.2,1.0,9.365e-05,171.0,163,134,0.822085889570552,Metallosphaera yellowstonensis MK1,671065,AFDB50,FoldSeek,ABV,Archaea,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera yellowstonensis,JH597761,769.0,H2C0Y1,100.0,WP_009070191.1,100.0,3.54e-134,383.0,26665443.0,WP_009070191.1,573.0,CRISPR-associated protein Cas4,TIGRFAM CRISPR-associated protein Cas4,V,NZ_JH597761.1,217469.0,218041.0,+,Metallosphaera yellowstonensis MK1,GCF_000243315.1,,177.0,11.0,440.135593220339,428.0,N,,-,
1940,A0A0B6RVS8,CP002581,162,14.8,1.0,9.365e-05,158.0,163,135,0.828220858895706,Burkholderia plantarii,41899,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia plantarii,CP002581,1619.0,A0A0B6RVS8,100.0,WP_055140302.1,99.439,0.0,1778.0,94627302.0,WP_055140302.1,2679.0,ATP-dependent DNA helicase,helicase,KL,NZ_BSTO01000001.1,429443.0,432121.0,+,Burkholderia plantarii,GCF_030269565.1,,56.0,6.0,-118.25,-137.5,N,,-,
1941,A0A0K8P218,BBYR01000037,171,11.1,1.0,9.365e-05,149.0,163,141,0.865030674846626,Ideonella sakaiensis,1547922,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter sakaiensis,BBYR01000037,1543.0,A0A0K8P218,100.0,WP_231638142.1,100.0,0.0,1676.0,509673181.0,WP_231638142.1,2586.0,ATP-dependent DNA helicase,helicase,KL,NZ_BBYR01000037.1,129090.0,131675.0,+,Piscinibacter sakaiensis,GCF_001293525.1,,13.0,1.0,-39.30769230769231,-34.0,N,,-,
1942,A0A7X7ZKS6,JAAYWA010000287,194,13.9,1.0,9.365e-05,143.0,163,144,0.883435582822086,Acidobacteria bacterium,1978231,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Acidobacteriota,,,,,Acidobacteriota bacterium,JAAYWA010000287,1779.0,A0A7X7ZKS6,100.0,NLH78473.1,100.0,0.0,715.0,316021212.0,NLH78473.1,1041.0,DUF2800 domain-containing protein,,,JAAYWA010000287.1,1481.0,2521.0,+,Acidobacteriota bacterium,GCA_012516875.1,N,,,,,,,,
1943,KAG8956018.1,KAG8956018.1,272,20.956,1.0,9.45e-05,58.3,559,262,0.468694096601073,Tulasnella sp. 424,2600228,nr,PSI-BLAST,GC1,Eukaryota,Eukaryota,,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella sp. 424,join(WSUB01000003.1,53.0,KAG8956018.1,100.0,KAG8956018.1,100.0,0.0,,478519139.0,KAG8956018.1,3627.0,hypothetical protein,Glycoside hydrolase family 55 protein,G,WSUB01000003.1,696724.0,700350.0,+,Tulasnella sp. 424,GCA_019633425.1,,10.0,40.0,-97.4,-103.0,N,,-,
1944,MBS1659722.1,MBS1659722.1,246,13.821,1.0,9.63e-05,58.3,559,229,0.409660107334526,Bacteroidota bacterium,1898104,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,,,,,Bacteroidota bacterium,JAFDYG010000033.1,84.0,MDP4148461.1,63.48,MDP4148461.1,100.0,0.0,,682141241.0,MDP4148461.1,2337.0,glycosyl hydrolase family 28-related protein,,,JAUZPD010000006.1,14157.0,16493.0,+,Bacteroidota bacterium,GCA_030706155.1,,16.0,2.0,22.4375,8.5,N,,-,
1945,A0A3L7WCL5,QWQU01000012,556,11.3,1.0,9.675e-05,110.0,559,486,0.869409660107335,Chloroflexi bacterium,2026724,AFDB50,FoldSeek,GC1,Bacteria,Bacteria,Bacillati,Chloroflexota,,,,,Chloroflexota bacterium,QWQU01000012,1857.0,A0A3L7WCL5,100.0,RLT27698.1,100.0,0.0,804.0,214751054.0,RLT27698.1,1191.0,hypothetical protein,,,QWQU01000012.1,18878.0,20068.0,-,Chloroflexota bacterium,GCA_003670735.1,,8.0,1.0,-3.125,-1.5,N,,-,
1946,A0A0R6CKP4,KP774835,566,11.3,1.0,9.675e-05,145.0,559,527,0.942754919499106,Citrobacter phage CVT22,1622234,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Zobellviridae,Citrovirus,Citrovirus coptotermitis,KP774835,1905.0,A0A0R6CKP4,100.0,YP_009168384.1,100.0,0.0,1152.0,77967040.0,YP_009168384.1,1683.0,tail protein,,,NC_027988.2,555.0,2237.0,+,Citrobacter phage CVT22,GCF_001308795.2,,23.0,2.0,32.30434782608695,33.0,N,,-,
1947,A0A837YUN4,,139,15.8,1.0,9.687e-05,190.0,245,136,0.555102040816327,Bacillus badius,1455,AFDB50,FoldSeek,Sato,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus badius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,WP_094438184.1,WP_094438184.1,190,19.474,1.0,9.78e-05,57.5,559,169,0.302325581395349,Alicycliphilus denitrificans,179636,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,,1733.0,WP_094438184.1,100.0,WP_094438184.1,100.0,0.0,,156961500.0,WP_094438184.1,1377.0,right-handed parallel beta-helix repeat-containing protein,,,NZ_NKDB02000002.1,534345.0,535721.0,-,Alicycliphilus denitrificans,GCF_002250385.2,,182.0,1.0,108.33516483516485,47.5,N,,-,
1949,A0A6J5SJF7,LR797057,147,16.3,1.0,9.836e-05,113.0,163,124,0.760736196319018,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR797057,589.0,A0A6J5SJF7,100.0,CAB4151336.1,100.0,0.0,553.0,321591283.0,CAB4151336.1,798.0,PD-(D/E)XK nuclease superfamily,,,LR796571.1,8727.0,9524.0,-,uncultured Caudovirales phage,GCA_902987285.1,,16.0,2.0,12.0625,10.5,N,,-,
1950,A0A6J5SJF7,LR798393,147,16.3,1.0,9.836e-05,113.0,163,124,0.760736196319018,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR798393,589.0,A0A6J5SJF7,100.0,CAB4151336.1,100.0,0.0,553.0,321591283.0,CAB4151336.1,798.0,PD-(D/E)XK nuclease superfamily,,,LR796571.1,8727.0,9524.0,-,uncultured Caudovirales phage,GCA_902987285.1,,16.0,2.0,12.0625,10.5,N,,-,
1951,A0A6J5SJF7,LR796571,147,16.3,1.0,9.836e-05,113.0,163,124,0.760736196319018,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR796571,589.0,A0A6J5SJF7,100.0,CAB4151336.1,100.0,0.0,553.0,321591283.0,CAB4151336.1,798.0,PD-(D/E)XK nuclease superfamily,,,LR796571.1,8727.0,9524.0,-,uncultured Caudovirales phage,GCA_902987285.1,,16.0,2.0,12.0625,10.5,N,,-,
1952,A0A6J5SJF7,LR797403,147,16.3,1.0,9.836e-05,113.0,163,124,0.760736196319018,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR797403,589.0,A0A6J5SJF7,100.0,CAB4151336.1,100.0,0.0,553.0,321591283.0,CAB4151336.1,798.0,PD-(D/E)XK nuclease superfamily,,,LR796571.1,8727.0,9524.0,-,uncultured Caudovirales phage,GCA_902987285.1,,16.0,2.0,12.0625,10.5,N,,-,
1953,A0A8S5MR37,BK014964,205,12.6,1.0,9.836e-05,108.0,163,149,0.914110429447853,Myoviridae sp. ctOAa14,2826646,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Myoviridae sp. ctOAa14,BK014964,911.0,A0A8S5MR37,100.0,DAD84684.1,100.0,5.03e-175,489.0,461273139.0,DAD84684.1,702.0,Exodeoxyribonuclease 8,,,BK014964.1,10188.0,10889.0,+,Myoviridae sp. ctOAa14,,,11.0,1.0,-2.272727272727273,-1.0,N,,-,
1954,HQX63121.1,HQX63121.1,443,17.156,1.0,9.86e-05,57.9,559,432,0.772808586762075,Thermomicrobiales bacterium,2482790,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Thermomicrobiota,Thermomicrobia,Thermomicrobiales,,,Thermomicrobiales bacterium,HQX63121.1,1274.0,HQX63121.1,100.0,HQX63121.1,100.0,0.0,,746778945.0,HQX63121.1,1962.0,glycosyl hydrolase family 28-related protein,"cellulose 1,4-beta-cellobiosidase activity",G,DAORWC010000233.1,777.0,2738.0,-,Thermomicrobiales bacterium,GCA_035434065.1,,3.0,1.0,-0.6666666666666666,-1.0,N,,-,
1955,WP_120977948.1,WP_120977948.1,212,16.981,1.0,9.87e-05,58.3,559,205,0.366726296958855,Cohnella endophytica,2419778,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella endophytica,,292.0,WP_120977948.1,100.0,WP_120977948.1,100.0,0.0,,212293274.0,WP_120977948.1,2763.0,glycosyl hydrolase family 28-related protein,,,NZ_RBZM01000006.1,481665.0,484427.0,-,Cohnella endophytica,GCF_003628305.1,,63.0,1.0,-144.0,-117.0,N,,-,
1956,A0A537NT10,VAZZ01000490,137,15.3,1.0,9.995e-05,145.0,163,116,0.711656441717791,Alphaproteobacteria bacterium,1913988,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,VAZZ01000490,1579.0,A0A537NT10,100.0,TMJ35551.1,100.0,0.0,1981.0,252675046.0,TMJ35551.1,3012.0,double-strand break repair protein AddB,PD-(D/E)XK nuclease superfamily,L,VAZZ01000490.1,643.0,3654.0,+,Alphaproteobacteria bacterium,GCA_005884715.1,,1.0,2.0,2.0,2.0,N,,-,
1957,B9Y4V4,ACCF01000054,177,16.3,1.0,9.995e-05,139.0,163,125,0.766871165644172,Holdemania filiformis DSM 12042,545696,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania filiformis,ACCF01000054,1446.0,B9Y4V4,100.0,WP_072685095.1,94.703,0.0,2119.0,133041197.0,WP_072685095.1,3231.0,UvrD-helicase domain-containing protein,ATP-dependent helicase nuclease subunit A,L,NZ_LT635453.1,36498.0,39728.0,+,Holdemania sp. Marseille-P2844,GCF_900120005.1,,91.0,3.0,155.25274725274724,143.0,N,,-,
1958,A0A1M6GAE2,FQYI01000008,154,18.1,1.0,9.995e-05,136.0,163,131,0.803680981595092,Cruoricaptor ignavus,1118202,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cruoricaptor,Cruoricaptor ignavus,FQYI01000008,1830.0,A0A1M6GAE2,100.0,WP_073180305.1,100.0,0.0,700.0,130365523.0,WP_073180305.1,1017.0,PD-(D/E)XK nuclease-like domain-containing protein,,,NZ_FQYI01000008.1,104405.0,105421.0,-,Cruoricaptor ignavus,GCF_900141665.1,,40.0,1.0,-39.05,-39.5,N,,-,
1959,A0A847XEG5,JAAZMG010000139,159,11.3,1.0,9.995e-05,145.0,163,132,0.809815950920245,Tissierellia bacterium,2049431,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Bacillota,Tissierellia,,,,Tissierellia bacterium,JAAZMG010000139,1439.0,A0A847XEG5,100.0,NMB27433.1,100.0,0.0,2179.0,318076961.0,NMB27433.1,3270.0,UvrD-helicase domain-containing protein,ATP-dependent helicase nuclease subunit A,L,JAAZMG010000139.1,13255.0,16524.0,-,Tissierellia bacterium,GCA_012798935.1,,4.0,1.0,-4.75,-4.5,N,,-,
1960,A0A1H5M4P5,FNTV01000001,170,15.8,1.0,9.995e-05,119.0,163,149,0.914110429447853,Arthrobacter alpinus,656366,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter alpinus,FNTV01000001,652.0,A0A1H5M4P5,100.0,WP_244516902.1,100.0,0.0,573.0,124760381.0,WP_244516902.1,837.0,lambda exonuclease family protein,YqaJ-like viral recombinase domain,L,NZ_FNTV01000001.1,2925614.0,2926450.0,-,Arthrobacter alpinus,GCF_900105965.1,,644.0,1.0,-738.6925465838509,-718.0,N,,-,
1961,A0A6H5HNL6,CADCXU010032695,229,15.2,1.0,9.995e-05,143.0,163,150,0.920245398773006,Nesidiocoris tenuis,355587,AFDB50,FoldSeek,ABV,Eukaryota,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Miridae,Nesidiocoris,Nesidiocoris tenuis,CADCXU010032695,1138.0,A0A6H5HNL6,100.0,YP_010658848.1,98.608,0.0,894.0,477135028.0,YP_010658848.1,2163.0,DNA primase,-,-,NC_070861.1,39251.0,41413.0,+,Kosakonia phage Kc283,GCF_021029385.1,,42.0,1.0,-6.595238095238095,-5.5,N,,-,
1962,A0A830EAV1,BMNM01000014,200,17.0,1.0,9.995e-05,158.0,163,154,0.94478527607362,Vulcanisaeta souniana JCM 11219,1293586,AFDB50,FoldSeek,ABV,Archaea,Archaea,Thermoproteati,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta souniana,BMNM01000014,325.0,A0A830EAV1,100.0,WP_188604125.1,100.0,0.0,513.0,357248065.0,WP_188604125.1,747.0,Dna2/Cas4 domain-containing protein,,,NZ_AP026830.1,1219875.0,1220621.0,+,Vulcanisaeta souniana JCM 11219,GCF_026000775.1,,326.0,2.0,8.840490797546012,83.5,N,,-,
1963,A0A0F7LBH2,KR029605,172,13.3,1.0,0.000105,112.0,163,155,0.950920245398773,uncultured marine virus,186617,BFVD,FoldSeek,ABV,Viruses,,,,,,,,uncultured marine virus,KR029605,452.0,A0A0F7LBH2,100.0,AKH48571.1,100.0,0.0,623.0,82291754.0,AKH48571.1,906.0,hypothetical protein TSC_c15910,,,KR029605.1,28016.0,28921.0,+,uncultured marine virus,,,10.0,4.0,-10.1,-8.0,N,,-,
1964,A0A6G6XKJ3,MN908690,602,10.4,1.0,0.0001059,113.0,559,505,0.903398926654741,Microbacterium phage Hubbs,2704038,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Microbacterium phage Hubbs,MN908690,2023.0,A0A6G6XKJ3,100.0,QIG58587.1,100.0,0.0,1187.0,303284176.0,QIG58587.1,1761.0,hydrolase,,,MN908690.1,19977.0,21737.0,+,Microbacterium phage Hubbs,GCA_011067415.1,,31.0,1.0,8.806451612903226,7.0,N,,-,
1965,A0A386KHG2,MH816848,667,10.4,1.0,0.0001059,120.0,559,511,0.914132379248658,Escherichia phage vB_vPM_PD06,2315527,BFVD,FoldSeek,GC1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Justusliebigvirus,Justusliebigvirus PD06,MH816848,1557.0,A0A386KHG2,100.0,MEE6940303.1,98.507,0.0,1629.0,508847447.0,MEE6940303.1,2415.0,hypothetical protein,-,-,JAUKJI010000006.1,120294.0,122708.0,+,Escherichia coli O15:H16,GCA_036436935.1,,91.0,1.0,-68.36263736263736,-55.0,N,,-,
1966,A0A356J474,DOFH01000146,131,8.3,1.0,0.0001067,145.0,163,119,0.730061349693252,Verrucomicrobia bacterium,2026799,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Verrucomicrobiota,,,,,Verrucomicrobiota bacterium,DOFH01000146,461.0,A0A356J474,100.0,HBO99101.1,100.0,0.0,610.0,206779969.0,HBO99101.1,882.0,hypothetical protein,,,DOFH01000146.1,895.0,1776.0,-,Verrucomicrobiota bacterium,GCA_003531875.1,,1.0,1.0,-1.0,-1.0,N,,-,
1967,A0A350CNF5,DNCF01000174,171,15.2,1.0,0.0001067,146.0,163,141,0.865030674846626,Massilia sp.,1882437,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp.,DNCF01000174,77.0,A0A4S3FPU2,83.07,THC42582.1,100.0,0.0,2407.0,244396197.0,THC42582.1,3669.0,hypothetical protein,DEAD_2,KL,PPXQ01000012.1,170682.0,174350.0,+,Massilia sp. Mn16-1_5,GCA_004798585.1,,24.0,8.0,-53.75,-51.0,N,,-,
1968,A0A7V5YTN6,DRWS01000454,204,9.8,1.0,0.0001067,157.0,163,141,0.865030674846626,Bryobacteraceae bacterium,2212468,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,Bryobacteraceae bacterium,DRWS01000454,1444.0,A0A7V5YTN6,100.0,MCW5980133.1,42.699,0.0,714.0,594252304.0,MCW5980133.1,3279.0,UvrD-helicase domain-containing protein,ATP-dependent DNA helicase activity,L,JAHCHE010000015.1,36815.0,40093.0,+,Bryobacteraceae bacterium,GCA_026129905.1,,16.0,2.0,46.75,43.5,N,,-,
1969,A0A2D7C1Z8,NZGX01000028,173,13.2,1.0,0.0001067,119.0,163,152,0.932515337423313,Rhodospirillaceae bacterium,1898112,AFDB50,FoldSeek,ABV,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,Rhodospirillaceae bacterium,NZGX01000028,1390.0,A0A2D7C1Z8,100.0,MAI06202.1,100.0,0.0,2246.0,151441681.0,MAI06202.1,3327.0,hypothetical protein,,,NZGX01000028.1,12394.0,15720.0,-,Rhodospirillaceae bacterium,GCA_002691085.1,,3.0,2.0,-8.0,-9.0,N,,-,
1970,MBO7712145.1,MBO7712145.1,261,13.793,1.0,0.000109,55.1,266,253,0.951127819548872,Methanobrevibacter sp.,66852,nr,PSI-BLAST,Chedec11,Archaea,Archaea,Methanobacteriati,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp.,JAGCAQ010000006.1,115.0,MBR5795283.1,63.87,MBR5795283.1,100.0,0.0,,445435455.0,MBR5795283.1,975.0,hypothetical protein,,,JAFZDT010000078.1,2011.0,2985.0,+,Erysipelotrichaceae bacterium,GCA_017561055.1,,11.0,1.0,7.727272727272727,9.0,N,,-,
1971,A0A837YUN4,,144,14.5,1.0,0.0001094,197.0,233,138,0.592274678111588,Bacillus badius,1455,AFDB50,FoldSeek,AP50,Bacteria,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus badius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,A0A6I6DS18,CP046445,652,12.8,1.0,0.0001107,109.0,559,504,0.901610017889088,Leclercia sp. 119287,2681308,AFDB50,FoldSeek,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia sp. 119287,CP046445,1340.0,A0A6I6DS18,100.0,WP_156264114.1,100.0,0.0,1424.0,283744763.0,WP_156264114.1,2091.0,hypothetical protein,Protein involved in biological_process,E,NZ_CP046445.1,3023909.0,3025999.0,-,Leclercia sp. 119287,GCF_009734485.1,,869.0,1.0,-598.2255466052934,-666.0,N,,-,
1973,WP_133459853.1,WP_133459853.1,381,13.386,1.0,0.000111,57.9,559,338,0.604651162790698,Scandinavium goeteborgense,1851514,nr,PSI-BLAST,GC1,Bacteria,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Scandinavium,Scandinavium goeteborgense,,1294.0,WP_133459853.1,100.0,WP_133459853.1,100.0,0.0,,239876630.0,WP_133459853.1,1887.0,glycosyl hydrolase family 28-related protein,Pectate lyase superfamily protein,S,NZ_SNVX01000001.1,169328.0,171214.0,-,Scandinavium goeteborgense,GCF_004361715.1,,174.0,1.0,231.66091954022988,177.0,N,,-,
1974,A0A6M3T640,MT310898,195,11.2,1.0,0.000112,109.0,163,123,0.754601226993865,Streptomyces phage Kela,2725649,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Streptomyces phage Kela,MT310898,351.0,A0A6M3T640,100.0,QJD53639.1,100.0,0.0,546.0,318324429.0,QJD53639.1,795.0,Cas4 family exonuclease,,,MT310898.1,49881.0,50675.0,-,Streptomyces phage Kela,GCA_012934305.1,,54.0,1.0,43.129629629629626,42.5,N,,-,
1975,A0A6J5PGR2,LR797028,156,14.7,1.0,0.000112,120.0,163,127,0.779141104294479,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR797028,653.0,A0A6J5PGR2,100.0,CAB4145624.1,100.0,0.0,586.0,321585668.0,CAB4145624.1,840.0,"Putative exodeoxyribonuclease 8, PDDEXK-like domain containing protein",,,LR796449.1,16906.0,17745.0,+,uncultured Caudovirales phage,GCA_902986145.1,,17.0,3.0,4.941176470588236,7.0,N,,-,
1976,A0A6J5PGR2,LR797095,156,14.7,1.0,0.000112,120.0,163,127,0.779141104294479,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR797095,653.0,A0A6J5PGR2,100.0,CAB4145624.1,100.0,0.0,586.0,321585668.0,CAB4145624.1,840.0,"Putative exodeoxyribonuclease 8, PDDEXK-like domain containing protein",,,LR796449.1,16906.0,17745.0,+,uncultured Caudovirales phage,GCA_902986145.1,,17.0,3.0,4.941176470588236,7.0,N,,-,
1977,A0A6J5PGR2,LR797387,156,14.7,1.0,0.000112,120.0,163,127,0.779141104294479,uncultured Caudovirales phage,2100421,BFVD,FoldSeek,ABV,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,uncultured Caudovirales phage,LR797387,653.0,A0A6J5PGR2,100.0,CAB4145624.1,100.0,0.0,586.0,321585668.0,CAB4145624.1,840.0,"Putative exodeoxyribonuclease 8, PDDEXK-like domain containing protein",,,LR796449.1,16906.0,17745.0,+,uncultured Caudovirales phage,GCA_902986145.1,,17.0,3.0,4.941176470588236,7.0,N,,-,
